artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,
50 Cent,Outta Control - Remix,247506,True,2005,60,772,599,8,-5996,0,246,0.0277,0.0,0.0839,557,92029,"hip hop, pop",
Baby Bash,"Baby, I'm Back",219920,True,2005,4,899,365,9,-5461,0,105,0.0508,0.0,97,749,100.01,"hip hop, pop, R&B, latin",
Jennifer Lopez,Get Right,225533,False,2005,65,741,759,0,-5096,0,0.12,0.0218,0.0,628,362,97084,"hip hop, pop, R&B",
JAY-Z,Numb / Encore,205733,True,2004,76,687,793,2,-4254,1,166,0.0603,0.0,582,751,107045,hip hop,
The Game,Hate It Or Love It,206400,True,2005,77,802,785,9,-4781,1,207,0.14,0.0,123,435,99998,"hip hop, pop",
Gorillaz,Feel Good Inc.,222640,False,2005,82,818,705,6,-6679,1,177,0.00836,0.00233,613,772,138559,hip hop,
Black Eyed Peas,Don't Phunk With My Heart,239773,False,2005,62,0.69,928,5,-2.76,0,61,0.00937,0.0,547,604,130889,"hip hop, pop",
Akon,Lonely,235800,True,2004,21,629,532,5,-7.88,0,0.0352,331,0.0,238,619,90098,pop,
Bodyrockers,I Like The Way - Radio Edit,200053,False,2005,54,642,851,6,-3638,1,0.0431,0.0248,0.0146,84,777,127988,"rock, Dance/Electronic",
Sugababes,Push The Button,218093,False,2005,64,962,0.66,8,-5096,1,61,0.0485,0.0,76,814,126016,"pop, R&B",
Jeezy,Soul Survivor,280013,True,2005,55,684,493,10,-7728,1,0.0459,0.000839,0.0,157,0.08,84.03,"hip hop, pop",
Eminem,Mockingbird,250760,True,2004,77,637,678,0,-3798,1,266,209,0.0,156,254,84039,hip hop,
Shakira,La Tortura (feat. Alejandro Sanz),212893,False,2005,72,0.74,783,0,-5367,1,0.0427,0.0297,0.000308,123,812,100011,"pop, latin",
Gorillaz,DARE,244999,False,2005,73,0.76,891,11,-5852,0,0.0372,0.0229,0.0869,298,966,120264,hip hop,
Snoop Dogg,Signs,236813,True,2004,54,0.94,713,7,-5308,1,127,0.0319,0.00076,325,666,112955,"hip hop, pop",
Robbie Williams,Tripping,276603,False,2005,58,666,922,2,-4458,0,0.0429,0.0381,0.000191,0.0633,828,118014,"pop, rock",
David Banner,Play,230133,True,2005,52,837,658,1,-8013,0,126,0.000213,122,243,586,95027,"hip hop, pop",
Trillville,Some Cut,283454,True,2004,50,0.9,515,1,-6626,1,372,0.00341,0.0,111,659,84995,"hip hop, pop",
D4L,Laffy Taffy,224253,True,2005,63,891,439,7,-7994,0,428,0.0351,0.0,0.0932,622,77499,"hip hop, pop",
Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),226863,True,2005,67,904,813,4,-7105,0,121,0.0311,0.00697,0.0471,0.81,125461,"hip hop, pop, R&B",
Rob Thomas,Lonely No More,226640,False,2005,56,551,896,9,-3152,0,109,33,0.0,0.0899,858,171.79,"pop, Folk/Acoustic",
Brian McFadden,Almost Here,229826,False,2004,42,561,452,9,-7324,0,0.0336,409,0.0,106,316,77984,set(),
Bobby V.,"Slow Down - 12"" Version",258666,False,2005,65,568,732,11,-4896,0,103,179,4.92e-06,401,626,186048,"hip hop, pop, R&B",
Backstreet Boys,Incomplete,239586,False,2005,63,437,589,4,-4834,1,0.0331,231,0.0,0.0768,165,133631,pop,
Pretty Ricky,Grind With Me,237733,True,2005,63,0.7,538,1,-5952,1,45,0.000204,0.0,105,189,136518,"hip hop, pop, R&B",
Kanye West,Diamonds From Sierra Leone - Remix,233400,True,2005,61,672,814,7,-3768,1,0.27,258,0.0,164,379,97043,hip hop,
Snoop Dogg,Drop It Like It's Hot,266066,True,2004,39,892,628,1,-3832,1,216,169,0.0,102,676,92063,"hip hop, pop",
Fat Joe,Get It Poppin' (feat. Nelly) - Radio Version,211320,False,2005,41,905,0.55,1,-7558,1,372,0.0628,0.0,0.0644,0.52,100813,"hip hop, pop",
Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),325573,False,2004,63,878,417,7,-6799,1,361,0.0444,0.0,0.0833,904,77.49,"pop, R&B",
Ciara,"1, 2 Step (feat. Missy Elliott) - Main",202213,False,2005,52,939,498,5,-10.94,0,161,0.0444,0.00128,0.0475,801,113053,"pop, R&B",
Amerie,1 Thing,238746,False,2008,52,636,946,10,-4683,0,332,115,3.75e-05,0.0416,891,125085,"hip hop, pop, R&B",
Ludacris,Get Back,270746,True,2004,59,555,639,1,-5.16,1,263,0.0594,0.0,118,184,171609,"hip hop, pop",
Franz Ferdinand,Do You Want To,215000,False,2005,61,412,944,0,-2896,1,0.0448,0.0724,0.000493,801,0.79,123091,rock,
Natalie Imbruglia,Shiver,222653,False,2005,52,489,798,1,-4.49,1,0.0316,0.00115,2.81e-06,149,309,94163,"pop, Folk/Acoustic",
Gwen Stefani,Hollaback Girl,199853,True,2004,69,926,916,10,-2221,0,0.0929,0.35,6.17e-06,0.0234,904,110007,"pop, R&B",
Pretty Ricky,Your Body,240040,True,2005,59,838,594,4,-5695,0,113,176,0.0,0.0867,507,90038,"hip hop, pop, R&B",
Thirty Seconds To Mars,The Kill,231533,False,2005,74,179,912,4,-3881,0,0.0791,0.0014,0.000294,582,289,182.99,rock,
Alicia Keys,Karma,256000,False,2003,50,727,736,10,-6203,1,0.0615,0.0743,0.00311,0.0348,687,85098,"pop, R&B",
2Pac,Ghetto Gospel,238053,True,2004,68,794,614,5,-5352,0,0.0467,0.0964,0.0,0.0788,663,80569,hip hop,
Craig David,Don't Love You No More (I'm Sorry),243986,False,2005,56,636,558,7,-7076,1,0.0245,462,0.0,62,572,100113,"hip hop, pop, R&B",
Katie Melua,Nine Million Bicycles,197160,False,2005,60,534,247,0,-15636,1,0.0322,516,0.00859,122,344,82168,"pop, easy listening, jazz",
Lil Jon & The East Side Boyz,Lovers And Friends,260600,True,2004,66,675,501,10,-6183,1,0.22,0.0541,0.0,429,532,139861,"hip hop, pop",
Mariah Carey,Don't Forget About Us - Radio Edit,233866,False,2005,0,0.7,529,10,-6816,0,0.0395,0.0422,0.0,101,386,143555,"pop, R&B",
Ying Yang Twins,Wait (The Whisper Song),179160,True,2005,57,933,513,7,-13203,1,347,0.00112,0.00248,107,595,102017,"hip hop, pop",
Will Smith,Switch,197666,False,2020,34,873,0.9,5,-4325,0,0.18,0.0107,0.000502,556,478,102516,"hip hop, pop",
Bow Wow,Like You (feat. Ciara),205840,False,2005,66,714,0.6,6,-8365,1,0.0876,0.0465,0.0,0.0646,504,82017,"hip hop, pop, R&B",
Kaiser Chiefs,Everyday I Love You Less And Less,217706,False,2005,58,0.49,956,1,-4556,0,0.0407,0.00466,6.15e-06,242,577,160028,rock,
Kelly Clarkson,Behind These Hazel Eyes,198973,False,2004,59,548,889,9,-4682,1,0.0382,0.00165,0.00109,197,425,90048,"pop, R&B",
Black Eyed Peas,Don't Lie,219000,False,2005,61,662,785,9,-5299,1,186,0.16,0.0,0.0784,604,89885,"hip hop, pop",
Westlife,You Raise Me Up,241066,False,2005,1,129,358,10,-6596,1,0.0314,631,0.0,0.0886,172,75048,pop,
Ray J,One Wish,337640,False,2005,62,525,652,5,-7042,0,0.28,278,0.0,339,602,127673,"hip hop, pop, R&B",
Papa Roach,Scars,208199,False,2004,60,455,929,11,-3295,1,0.0494,0.0875,0.0,226,484,89782,"rock, metal",
Arctic Monkeys,I Bet You Look Good On The Dancefloor,173680,False,2006,71,535,948,6,-4.19,0,0.0356,0.00225,0.0,376,778,103183,rock,
Shayne Ward,That's My Goal,219600,False,2006,1,286,508,2,-5966,1,0.0336,372,0.0,0.27,0.14,68637,pop,
Bow Wow,Let Me Hold You (feat. Omarion),248493,False,2005,62,815,662,6,-8244,1,199,0.0915,0.000409,0.0898,611,151518,"hip hop, pop, R&B",
Kaiser Chiefs,I Predict A Riot,233186,False,2005,63,395,979,8,-3241,1,0.0766,0.0243,0.0,0.12,0.41,158842,rock,
Usher,Caught Up,224640,False,2004,61,817,806,6,-4606,1,0.0623,27,9E-06,119,805,110086,"hip hop, pop, R&B",
Kelly Clarkson,Because of You,219493,False,2004,71,587,583,5,-5284,0,0.0313,248,0.0,124,0.15,139.92,"pop, R&B",
3 Doors Down,Let Me Go,243053,False,2012,52,478,863,1,-4914,0,0.0387,0.0181,0.0,111,491,92004,"pop, rock, metal",
Nickelback,Photograph,258920,False,2005,67,515,876,8,-3756,1,0.0292,0.000932,0.000166,136,385,145916,"rock, metal",
T-Pain,I'm Sprung,231040,False,2005,0,722,329,0,-11617,0,108,88,0.0,81,166,99991,"hip hop, pop, R&B",
Destiny's Child,Cater 2 U,245400,False,2004,58,605,584,11,-7043,0,197,286,0.0,235,464,125802,"pop, R&B",
The Pussycat Dolls,Stickwitu,207506,False,2005,67,548,554,9,-6408,1,0.0587,283,0.0,0.0708,382,79918,"pop, R&B",
Ryan Cabrera,True,204173,False,2004,62,598,0.4,6,-10054,1,0.0241,459,0.0,151,369,96938,pop,
Stereophonics,Dakota,297426,False,2005,69,506,0.93,4,-3499,1,0.0675,129,0.00682,0.0931,305,146994,"rock, pop",
Eminem,Like Toy Soldiers,296880,True,2004,67,0.52,768,8,-3489,0,359,0.0193,0.00034,104,398,79178,hip hop,
Nelly,Over And Over,253933,True,2004,61,644,517,7,-10.02,1,0.0803,0.0065,1.37e-06,158,464,169799,"hip hop, pop, R&B",
Coldplay,Speed of Sound,287906,False,2005,69,514,898,11,-6765,0,0.0577,0.00488,0.0345,0.0746,353,123067,"rock, pop",
KT Tunstall,Suddenly I See,201706,False,2005,71,587,767,0,-5713,1,0.0449,225,0.0,112,664,100.38,"World/Traditional, pop, Folk/Acoustic",
Destiny's Child,Girl,224146,False,2004,55,567,747,6,-6019,0,105,0.31,0.0,0.04,556,89036,"pop, R&B",
Kelly Clarkson,Since U Been Gone,188960,False,2004,71,662,739,9,-5354,0,0.0322,0.00206,0.0603,113,382,130999,"pop, R&B",
U2,Sometimes You Can't Make It On Your Own,305080,False,2004,56,0.53,597,2,-5652,1,0.0247,0.00275,473,105,346,96.0,"World/Traditional, rock",
The All-American Rejects,Dirty Little Secret,193653,False,2005,65,469,955,10,-4253,1,0.0432,0.000343,1.35e-06,548,462,143853,"rock, pop",
Toby Keith,As Good As I Once Was,227840,False,2005,67,0.68,0.87,5,-4461,1,0.0393,266,0.0,109,646,119075,country,
Gwen Stefani,Cool,189333,False,2004,59,709,721,2,-3.52,1,0.0281,0.0322,0.000309,355,801,112019,"pop, R&B",
Foo Fighters,Best of You,255626,False,2005,76,366,0.94,1,-5119,0,0.0696,0.000769,9.42e-05,188,369,130198,"rock, metal",
Shakira,Hips Don't Lie (feat. Wyclef Jean),218093,False,2005,82,778,824,10,-5892,0,0.0707,284,0.0,405,758,100024,"pop, latin",
Sean Paul,Temperature,218573,False,2005,78,951,0.6,0,-4675,0,0.0685,106,0.0,0.0712,822,125.04,"hip hop, pop",
Justin Timberlake,SexyBack (feat. Timbaland),242733,True,2006,78,967,583,7,-5562,0,0.0789,0.0584,0.0,0.0519,964,117.0,pop,
Beyoncé,Irreplaceable,227853,False,2007,70,447,694,7,-4637,0,382,0.0293,5.46e-06,167,509,175868,"pop, R&B",
Amy Winehouse,Rehab,214946,False,2006,71,407,558,0,-13609,1,0.0552,0.0541,1.51e-06,0.34,777,71815,R&B,
Rihanna,SOS,238920,False,2006,73,677,671,7,-4905,1,0.0361,4,5.07e-05,413,527,137046,"hip hop, pop, R&B",
Gnarls Barkley,Crazy,177466,False,2006,74,855,587,8,-4589,1,0.0336,0.0505,0.00714,105,0.64,111.97,"hip hop, R&B",
Busta Rhymes,Touch It,214960,True,2006,61,658,551,1,-6.62,1,0.37,0.0043,0.000108,197,442,138335,"hip hop, pop",
Nelly Furtado,Maneater,258893,False,2006,79,796,777,6,-4.81,1,0.0397,0.0261,0.000358,121,787,132722,"hip hop, pop, latin",
Bob Sinclar,Rock This Party - Everybody Dance Now,245466,False,2006,69,893,823,5,-3708,0,122,0.0714,0.0,0.0509,902,128009,"pop, Dance/Electronic",
Diddy,Come to Me (feat. Nicole Scherzinger),276786,True,2006,55,819,485,6,-6.45,0,0.0756,0.0176,0.0,658,386,96998,"hip hop, pop",
Madonna,Sorry,281880,False,2005,61,589,877,0,-6229,0,46,0.00121,13,169,443,132971,pop,
Chamillionaire,Ridin',303053,True,2005,71,787,799,8,-4.68,0,0.0993,189,0.0,0.3,835,143052,"hip hop, pop",
Black Eyed Peas,Pump It,213066,False,2005,75,648,931,1,-3.15,0,181,0.00937,0.0,752,744,153649,"hip hop, pop",
Nelly Furtado,Promiscuous,242293,False,2006,82,808,0.97,10,-6098,0,0.0506,0.0569,6.13e-05,154,868,114328,"hip hop, pop, latin",
Fedde Le Grand,Put Your Hands Up for Detroit - Radio Edit,150533,False,2015,39,814,923,7,-4525,1,229,0.0154,154,0.0862,518,127919,"pop, Dance/Electronic",
Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,243880,False,2006,58,711,761,8,-3.04,1,225,67,0.0,41,718,95824,"hip hop, pop",
The Pussycat Dolls,Buttons,225560,False,2005,68,565,817,2,-4338,1,0.27,152,0.0,247,477,210851,"pop, R&B",
Ciara,Get Up (feat. Chamillionaire),261880,False,2006,59,964,595,1,-6887,0,109,0.0248,5.14e-06,0.0405,629,128593,"pop, R&B",
Eminem,Shake That,274440,True,2005,74,963,643,1,-5785,0,117,0.0507,4.94e-05,157,534,107005,hip hop,
Cherish,Do It To It,226293,False,2006,65,826,0.67,2,-5559,1,169,0.00798,0.0,495,794,74007,"hip hop, pop, R&B",
Muse,Supermassive Black Hole,212439,False,2006,75,668,921,7,-3727,1,0.0439,0.0492,0.00517,0.0877,782,120.0,rock,
Chris Brown,Gimme That,186826,False,2005,63,678,572,11,-7033,0,0.0466,0.00374,6.59e-05,118,444,87165,"hip hop, pop, R&B",
Infernal,From Paris to Berlin,209666,False,2004,57,741,869,9,-6534,0,0.0816,96,0.0,0.0396,839,126069,pop,
Cassie,Me & U,192213,False,2006,73,803,454,8,-4802,0,0.0294,352,0.0,0.0655,739,99.99,"pop, R&B",
E-40,U and Dat (feat. T. Pain & Kandi Girl),202720,True,2006,63,858,484,6,-7448,0,277,0.0241,1.8e-06,123,329,99992,"hip hop, pop",
The Pussycat Dolls,Beep,229360,False,2005,57,938,735,7,-6382,1,0.0434,0.00952,0.0,0.0998,0.55,103.7,"pop, R&B",
Lil Jon,Snap Yo Fingers,274386,False,2006,67,835,757,8,-5029,0,0.23,0.00647,0.0,0.29,626,82038,"hip hop, pop",
Armand Van Helden,My My My - Radio Edit,190000,False,2006,40,678,768,7,-8502,1,137,0.0195,0.00866,0.0322,758,127.51,"pop, Dance/Electronic",
The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",286186,True,2005,68,833,628,2,-7041,1,141,0.0949,1.6e-06,282,645,106328,hip hop,
Yung Joc,It's Goin' Down (feat. Nitti),241840,True,2006,66,888,577,1,-7702,0,0.0612,0.0986,0.0,131,609,84003,"hip hop, pop",
Shayne Ward,No Promises,223066,False,2006,1,0.5,498,4,-6087,1,26,527,0.0,123,182,79798,pop,
Justin Timberlake,My Love (feat. T.I.),276160,False,2006,72,771,0.68,11,-5881,0,224,277,1.18e-05,682,808,119952,pop,
Nickelback,Savin' Me,219320,False,2005,65,441,815,3,-4088,1,0.0276,0.000731,0.0,414,522,164007,"rock, metal",
Nelly,Grillz,271160,False,2005,60,867,504,4,-7737,0,241,0.0358,0.0,307,0.84,82996,"hip hop, pop, R&B",
Take That,Patience,202066,False,2006,64,309,783,10,-4154,1,0.0405,142,1.11e-06,118,372,175788,pop,
Fergie,London Bridge,241306,True,2006,57,769,609,1,-5894,1,357,216,0.0,166,633,90951,"pop, R&B",
Cascada,Everytime We Touch - Radio Edit,199120,False,2011,0,0.64,977,8,-5369,1,0.0555,0.00461,1.68e-05,371,493,142019,"hip hop, pop, Dance/Electronic",
D4L,Laffy Taffy,224253,True,2005,63,891,439,7,-7994,0,428,0.0351,0.0,0.0932,622,77499,"hip hop, pop",
LL Cool J,Control Myself,233973,False,2006,42,825,876,10,-6556,0,211,0.00928,1.2e-05,205,0.48,120066,"hip hop, pop, R&B",
Beyoncé,Deja Vu (feat. Jay-Z),240280,False,2007,57,644,746,7,-4941,1,341,0.0071,1.22e-05,0.0743,355,105253,"pop, R&B",
P!nk,Stupid Girls,197173,True,2006,0,683,886,4,-5045,0,71,0.000738,0.00188,0.0524,566,100.04,pop,
Eminem,When I'm Gone,281320,True,2005,68,618,746,10,-5476,0,352,0.0553,0.0,273,0.75,75272,hip hop,
Kelis,Bossy,273973,False,2006,50,906,633,4,-5316,1,0.19,0.000182,8.34e-06,58,779,84021,"pop, R&B, Dance/Electronic",
Bob Sinclar,Love Generation - Radio Edit,207613,False,2005,49,715,812,1,-5758,1,62,175,0.000134,44,554,128.04,"pop, Dance/Electronic",
Meck,Thunder in My Heart Again (Radio Edit),189800,False,2005,46,679,922,2,-4.67,0,0.0294,0.000241,0.69,0.0697,806,129016,set(),
Mary J. Blige,Be Without You - Kendu Mix,246333,True,2005,69,726,0.7,2,-5881,0,0.0998,0.0717,0.0,262,673,146559,"pop, R&B",
Girls Aloud,Something Kinda Ooooh,201590,False,2012,49,681,908,11,-3918,0,0.0473,0.0232,0.0,355,879,131925,"pop, Dance/Electronic",
Rihanna,Unfaithful,226973,False,2006,70,588,391,0,-8607,0,0.0334,839,0.0,227,349,144069,"hip hop, pop, R&B",
Kanye West,Touch The Sky,236600,True,2005,73,552,846,9,-4912,1,342,0.0114,0.0,309,554,98.56,hip hop,
Dem Franchize Boyz,"Lean Wit It, Rock Wit It",229813,True,2006,60,886,0.62,5,-5854,1,307,82,0.0,0.1,0.6,76035,"hip hop, pop",
Evanescence,Call Me When You're Sober,214706,False,2006,65,0.45,883,7,-4094,1,0.0524,0.00193,0.0,293,328,93.41,metal,
Chingy,Pullin' Me Back,234133,True,2006,62,786,511,7,-6.66,1,286,0.0825,0.0,0.12,587,80.0,"hip hop, pop, R&B",
Nickelback,Far Away,238173,False,2005,70,518,797,6,-5153,1,0.0309,0.000681,0.0,107,293,132918,"rock, metal",
Fall Out Boy,"Dance, Dance",180266,False,2005,74,622,961,11,-3198,0,154,0.00523,0.0,0.0854,449,114452,rock,
Leona Lewis,A Moment Like This,257293,False,2007,57,261,562,8,-3667,1,0.0301,423,7.54e-06,131,167,70543,"pop, R&B",
T.I.,What You Know,274333,True,2006,64,551,0.81,11,-4365,1,0.0344,0.0155,0.0,169,332,73464,"hip hop, pop",
Ludacris,Money Maker,230613,True,2006,62,551,598,1,-6.79,1,0.27,0.15,0.0,299,612,78756,"hip hop, pop",
Nick Lachey,What's Left Of Me,244613,False,2006,37,0.42,742,7,-5665,1,0.0375,142,0.0,145,294,149965,pop,
Jibbs,Chain Hang Low,207586,True,2006,56,792,589,4,-6869,0,262,0.0259,0.000128,114,778,157147,"hip hop, pop",
Arctic Monkeys,When The Sun Goes Down,202133,True,2006,72,348,875,11,-4758,0,199,0.0341,0.0,117,407,169152,rock,
Rascal Flatts,Life is a Highway,276773,False,2006,0,561,936,5,-5409,1,0.0613,0.00185,0.0,102,594,103055,country,
Beyoncé,Check On It (feat. Slim Thug),211186,False,2006,45,0.7,887,7,-3887,1,218,0.0805,0.0,376,883,166104,"pop, R&B",
Keyshia Cole,Love,255333,False,2005,72,688,519,5,-4285,1,0.0283,64,0.0,0.1,318,116714,"hip hop, pop, R&B",
Lily Allen,Smile,196893,True,2006,68,632,639,5,-5938,1,0.0259,0.00143,0.0,221,733,95506,pop,
Ne-Yo,Sexy Love,220853,False,2006,67,693,516,8,-6446,1,0.0413,297,0.000127,0.0604,494,94.02,"pop, R&B",
JoJo,Too Little Too Late,223680,False,2006,48,535,823,6,-5338,0,0.0431,0.0113,3.88e-06,146,685,83001,"hip hop, pop, R&B",
Mary J. Blige,One,260466,False,2005,64,344,874,0,-3161,1,0.0777,0.0841,0.0,129,269,185888,"pop, R&B",
Bubba Sparxxx,Ms. New Booty,252653,True,2005,62,0.64,0.62,1,-5931,1,416,16,0.0,0.0831,609,129.37,"hip hop, pop, country",
Amy Winehouse,You Know I'm No Good,256946,False,2006,63,705,806,9,-3607,1,0.0309,0.0132,0.00428,0.0701,734,103383,R&B,
Rascal Flatts,What Hurts The Most,214106,False,2006,69,537,674,5,-5134,0,0.0277,0.0088,0.0,265,0.33,136002,country,
Red Hot Chili Peppers,Dani California,282160,False,2006,76,556,913,0,-2.36,1,0.0437,0.0193,8.59e-06,346,0.73,96184,rock,
Scissor Sisters,I Don't Feel Like Dancin',288360,False,2006,63,707,923,7,-3409,1,0.0276,0.0195,0.0,342,845,108023,"pop, rock, Dance/Electronic",
Ne-Yo,So Sick,207186,False,2006,75,452,574,6,-8336,1,0.31,246,0.0,189,0.58,92791,"pop, R&B",
Hinder,Lips Of An Angel,261053,False,2019,35,474,744,2,-5386,1,0.0341,0.0208,1.22e-06,209,238,129005,"pop, rock, metal",
The Raconteurs,"Steady, As She Goes",215266,False,2006,56,525,578,9,-4563,1,0.12,0.0132,0.00916,108,537,123696,rock,
The Fratellis,Chelsea Dagger,215306,False,2006,68,511,815,7,-3.14,1,144,0.0491,0.0,0.0826,586,154514,rock,
Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),231866,True,2005,42,684,819,1,-3309,0,238,262,0.00197,113,0.25,179999,"hip hop, pop, rock",
The Pussycat Dolls,Stickwitu,207506,False,2005,67,548,554,9,-6408,1,0.0587,283,0.0,0.0708,382,79918,"pop, R&B",
Panic! At The Disco,I Write Sins Not Tragedies,185586,False,2005,70,566,815,9,-4481,0,0.14,0.0737,0.0,0.12,672,169961,rock,
James Blunt,Goodbye My Lover,258653,False,2005,67,432,261,4,-12591,1,0.0512,953,0.00342,0.0903,273,89567,pop,
Christina Aguilera,Ain't No Other Man,228906,False,2006,63,862,742,7,-4722,1,222,0.00376,0.00855,103,511,127.91,pop,
Westlife,The Rose,219106,False,2006,0,272,203,9,-9706,1,0.0294,784,0.0,0.0805,172,109581,pop,
Keane,Is It Any Wonder?,186173,False,2006,59,489,955,11,-2771,0,0.0363,3.82e-05,0.000178,334,816,129352,pop,
Orson,No Tomorrow,167493,False,2006,46,656,624,3,-4623,0,0.0691,0.0065,0.0,278,735,124082,pop,
T-Pain,I'm N Luv (Wit a Stripper) (feat. Mike Jones),265333,True,2005,0,731,368,8,-10.38,1,0.0688,0.00544,0.0,193,512,145171,"hip hop, pop, R&B",
KT Tunstall,Black Horse And The Cherry Tree,172373,False,2005,64,748,786,4,-7788,0,0.0641,328,0.0,0.34,917,104833,"World/Traditional, pop, Folk/Acoustic",
Natasha Bedingfield,Unwritten,259333,False,2004,2,706,0.8,5,-6333,1,0.0399,0.00584,0.0,0.0822,629,100011,pop,
Razorlight,America,249760,False,2006,67,447,568,2,-4975,1,0.0305,295,3.26e-06,355,149,90933,"rock, pop",
James Morrison,You Give Me Something,213173,False,2006,64,559,688,7,-6496,1,114,216,0.0,0.0855,578,79753,"pop, R&B",
Snow Patrol,You're All I Have,273333,False,2006,35,467,921,2,-4554,1,45,5.48e-05,0.0566,176,501,132013,"World/Traditional, rock, pop",
The Fray,How to Save a Life,262533,False,2005,79,0.64,743,10,-4.08,1,0.0379,269,0.0,101,361,122035,pop,
Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),151640,False,2006,61,0.7,465,4,-6815,1,358,544,0.0,606,719,108102,"World/Traditional, pop",
My Chemical Romance,Welcome to the Black Parade,311106,False,2006,76,217,905,2,-4103,1,0.0752,0.000289,0.00011,222,236,96.95,rock,
Razorlight,In The Morning,222453,False,2006,59,616,855,4,-3495,0,42,0.00379,0.000863,318,686,124191,"rock, pop",
The All-American Rejects,Dirty Little Secret,193653,False,2005,65,469,955,10,-4253,1,0.0432,0.000343,1.35e-06,548,462,143853,"rock, pop",
James Morrison,Wonderful World,210066,False,2006,49,474,0.71,1,-4606,1,29,0.0548,0.0,0.0974,591,78969,"pop, R&B",
Chris Brown,Yo (Excuse Me Miss),229040,False,2005,69,536,612,4,-5847,1,272,119,0.0,209,0.57,86768,"hip hop, pop, R&B",
P!nk,Who Knew,208493,False,2006,0,688,734,9,-4569,1,0.0274,0.00462,0.0,0.0756,0.46,140004,pop,
The Kooks,Naive,203506,False,2006,73,391,808,8,-6209,0,0.0892,0.0759,0.0,149,737,100304,rock,
Leona Lewis,Bleeding Love,262466,False,2007,75,638,656,5,-5886,1,0.0357,188,0.0,146,225,104036,"pop, R&B",
Rihanna,Umbrella,275986,False,2008,81,583,829,1,-4603,1,134,0.00864,0.0,0.0426,575,174028,"hip hop, pop, R&B",
Britney Spears,Gimme More,251240,False,2007,79,788,844,2,-3131,1,0.0334,0.25,0.000678,0.0723,382,113324,pop,
Fergie,Big Girls Don't Cry (Personal),268120,False,2006,76,708,641,7,-4296,1,0.0335,205,0.0,0.0945,253,113082,"pop, R&B",
Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,219413,False,2007,0,698,844,1,-4789,1,0.0544,0.00253,0.000426,124,896,105828,pop,
Plain White T's,Hey There Delilah,232533,False,2005,78,656,291,2,-10572,1,0.0293,872,0.0,114,298,103971,pop,
Justin Timberlake,What Goes Around.../...Comes Around (Interlude),448573,False,2006,70,687,723,7,-4751,1,0.0709,122,0.00102,573,432,76.0,pop,
Gwen Stefani,The Sweet Escape,246466,False,2006,71,756,0.77,1,-3502,1,0.0343,191,0.0,178,0.73,119961,"pop, R&B",
Timbaland,The Way I Are,179120,False,2007,80,731,807,3,-6492,0,0.1,181,751,319,765,114759,"hip hop, pop, R&B",
Nelly Furtado,Say It Right,223080,False,2006,81,872,872,1,-6328,1,139,0.0476,0.00112,0.0543,809,116948,"hip hop, pop, latin",
Ida Corr,Let Me Think About It,151973,False,2012,43,762,754,0,-3425,0,46,0.00022,0.0665,146,715,129026,set(),
Alex Gaudino,Destination Calabria - Radio Edit,223111,False,2007,73,627,954,2,-4804,1,0.0425,0.0015,0.000814,292,312,128016,Dance/Electronic,
September,Cry for You,209800,False,2007,65,767,881,9,-3988,1,0.0301,0.00133,0.000139,0.0551,961,130018,"pop, Dance/Electronic",
Akon,Smack That,212360,True,2006,58,0.94,743,5,-5166,0,0.0475,317,0.0,0.0909,932,118988,pop,
Timbaland,Give It To Me,234026,True,2007,70,975,711,8,-3904,1,0.0632,168,0.000552,0.0799,815,110621,"hip hop, pop, R&B",
50 Cent,Ayo Technology,247946,True,2007,67,0.63,782,8,-5.44,0,132,0.0828,0.0,34,418,140144,"hip hop, pop",
Eric Prydz,Proper Education - Radio Edit,198567,False,2007,0,537,937,0,-4543,1,0.0523,0.00102,35,0.0917,324,124938,"pop, Dance/Electronic",
Fedde Le Grand,Put Your Hands Up For Detroit - Radio Edit,150533,False,2015,0,827,931,7,-4474,1,202,0.0153,0.21,0.0992,491,127995,"pop, Dance/Electronic",
Ciara,Like a Boy,237053,False,2006,68,701,724,0,-5751,0,145,267,0.0,0.0867,425,132035,"pop, R&B",
Kanye West,Stronger,311866,True,2007,54,617,717,10,-7858,0,153,0.00564,0.0,408,0.49,103992,hip hop,
Beyoncé,Beautiful Liar,199853,False,2007,64,764,751,8,-3.74,1,0.0703,0.00554,0.000237,164,418,91977,"pop, R&B",
Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,237173,False,2007,59,584,681,1,-5084,0,0.0781,495,0.0,289,821,79702,"hip hop, pop",
Akon,I Wanna Love You,247066,True,2006,53,865,0.45,0,-9387,1,0.0417,0.0359,1.28e-06,308,352,99989,pop,
