artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,
Justin Bieber,What Do You Mean?,205680,False,2015,77,845,567,5,-8118,0,0.0956,0.59,0.00142,0.0811,793,125.02,pop,
Major Lazer,Lean On (feat. MØ & DJ Snake),176561,False,2015,73,723,809,7,-3081,0,0.0625,0.00346,0.00123,565,274,98007,"hip hop, pop, Dance/Electronic",
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",252226,False,2014,76,659,381,2,-5922,0,0.0304,385,0.0,0.0972,426,119844,"pop, R&B",
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",252534,False,2015,78,262,606,8,-6646,1,0.0484,247,0.0,125,275,189857,"pop, rock, Dance/Electronic",
Calvin Harris,Outside (feat. Ellie Goulding),227266,False,2014,78,646,823,2,-4123,0,0.0394,213,0.0,322,418,128035,"hip hop, pop, Dance/Electronic",
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",192560,False,2014,75,596,0.73,9,-4091,1,151,0.24,0.0,325,525,85979,"hip hop, pop, Dance/Electronic",
Demi Lovato,Cool for the Summer,214746,True,2015,0,586,613,5,-5593,0,0.0386,0.00441,0.000183,0.0853,319,114101,pop,
Taylor Swift,Blank Space,231826,False,2014,82,0.76,703,5,-5412,1,54,103,0.0,0.0913,0.57,95997,pop,
The Weeknd,The Hills,242253,True,2015,84,585,564,0,-7063,0,0.0515,0.0671,0.0,135,137,113003,"pop, R&B",
The Neighbourhood,Daddy Issues,260173,False,2015,85,588,521,10,-9461,1,0.0329,0.0678,149,123,337,85012,"rock, pop",
Deorro,Five More Hours,211975,False,2015,66,699,883,5,-3226,0,219,0.0288,0.0,817,499,127961,"pop, Dance/Electronic",
Avicii,The Nights,176658,False,2014,85,527,835,6,-5298,1,0.0433,0.0166,0.0,249,654,125983,"pop, Dance/Electronic",
DJ Snake,You Know You Like It,247266,False,2014,69,407,725,5,-5346,0,188,0.0141,2.46e-06,306,247,196093,"hip hop, pop, Dance/Electronic",
Adam Lambert,Ghost Town,208330,True,2015,46,703,736,4,-5709,0,46,186,1.92e-05,174,274,119955,pop,
Rae Sremmurd,No Type,200080,True,2015,71,891,486,6,-7803,1,159,0.0158,3.78e-06,0.0925,239,125.01,"hip hop, pop",
Taylor Swift,Bad Blood,200106,False,2015,70,654,655,11,-7388,0,106,0.0294,0.0,139,221,170.16,pop,
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),190185,False,2015,49,657,827,5,-4036,1,0.0734,0.000704,0.00534,65,0.69,145889,"hip hop, pop",
Robin Schulz,Sugar (feat. Francesco Yates),219043,False,2015,76,636,815,5,-5098,0,0.0581,0.0185,0.0,163,636,123063,"pop, Dance/Electronic",
Calvin Harris,How Deep Is Your Love,212640,False,2015,76,738,868,11,-4373,0,0.0731,0.0392,0.00169,388,336,122003,"hip hop, pop, Dance/Electronic",
Philip George,Wish You Were Mine - Radio Edit,177560,False,2014,65,654,832,7,-4164,0,0.0293,0.0126,0.0901,102,407,123002,"pop, Dance/Electronic",
Trey Songz,Na Na,231906,False,2015,62,0.67,476,9,-6253,0,0.0406,328,0.0,104,235,96975,"hip hop, pop, R&B",
Fall Out Boy,Centuries,228360,False,2015,80,393,858,4,-2868,0,0.0729,0.00359,0.0,102,0.56,176042,rock,
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177184,True,2016,76,886,427,6,-10028,1,145,0.0312,0.00099,0.0906,0.23,108034,hip hop,
Lost Frequencies,Are You With Me - Radio Edit,138842,False,2014,33,776,574,5,-9882,0,0.0317,466,7.83e-05,131,412,121.03,"pop, Dance/Electronic",
Twenty One Pilots,Stressed Out,202333,False,2015,83,734,637,4,-5677,0,141,0.0462,2.29e-05,0.0602,648,169977,rock,
Fifth Harmony,Worth It (feat. Kid Ink),224573,False,2015,73,884,765,8,-3865,1,0.0882,63,7.04e-06,118,594,99987,pop,
KALEO,Way down We Go,219560,False,2015,63,0.59,578,10,-5798,0,0.0528,612,0.000162,0.0837,264,81663,"rock, classical",
Sam Smith,Like I Can,167065,False,2014,79,656,627,7,-6627,0,0.0379,343,2.17e-05,124,481,99933,pop,
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,166138,False,2015,49,746,877,9,-3782,0,0.0666,0.0375,0.000833,233,751,107985,"hip hop, pop, Dance/Electronic",
Martin Solveig,Intoxicated - New Radio Mix,159693,False,2015,48,0.8,677,0,-4023,1,0.0393,0.00563,0.00409,0.0838,547,125004,"pop, Dance/Electronic",
Avicii,Waiting For Love,230613,False,2015,79,579,736,6,-3863,0,0.0527,0.31,0.0,198,613,127999,"pop, Dance/Electronic",
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),186146,False,2018,72,778,566,2,-6959,0,0.0311,672,0.000197,0.0698,479,117971,"hip hop, pop, Dance/Electronic",
Taylor Swift,Wildest Dreams,220440,False,2014,78,553,664,8,-7417,1,0.0741,0.0709,0.0056,106,467,140.06,pop,
The Weeknd,In The Night,235653,True,2015,0,0.48,682,7,-4.94,1,0.13,0.0696,0.0,0.0463,506,167939,"pop, R&B",
Pitbull,Time of Our Lives,229360,True,2014,80,721,802,1,-5797,1,0.0583,0.0921,0.0,694,724,124022,"hip hop, pop, latin",
Galantis,Runaway (U & I),227073,False,2015,74,506,805,1,-4119,1,0.0469,0.00711,0.00193,0.0856,383,126008,"pop, Dance/Electronic",
Rihanna,Bitch Better Have My Money,219305,True,2015,73,781,728,1,-4981,1,0.0621,0.0509,1.94e-06,257,395,102.99,"hip hop, pop, R&B",
Zara Larsson,Lush Life,202213,False,2015,0,658,741,7,-2.86,0,0.0536,141,0.0,189,789,98024,"pop, Dance/Electronic",
One Direction,Drag Me Down,192120,False,2015,79,0.73,703,0,-5672,0,0.0369,109,0.0,0.0657,595,138113,pop,
Travis Scott,Antidote,262693,True,2015,73,713,526,1,-5046,1,32,0.00767,0.000148,124,131,131.05,"hip hop, Dance/Electronic",
Years & Years,King,215360,False,2015,0,559,848,4,-4125,0,0.0388,0.0665,0.0,382,466,119977,"pop, Dance/Electronic",
Demi Lovato,Confident,205745,True,2015,64,594,749,3,-6251,1,0.0677,0.00188,0.000139,0.0869,344,130064,pop,
Lemaitre,Closer,270589,False,2017,59,583,785,2,-3991,0,0.0337,0.0012,0.0127,124,355,91977,pop,
Selena Gomez,Same Old Love,229080,False,2015,69,672,593,11,-4.01,0,0.0304,0.0223,0.0,214,438,98.02,pop,
Pia Mia,Do It Again,207746,True,2015,72,712,564,8,-6527,1,47,0.0266,0.0,0.0874,411,95.95,"pop, R&B",
Flo Rida,My House,192190,False,2015,76,688,702,7,-4792,0,0.0499,0.0215,0.0,128,0.74,94006,"hip hop, pop",
Silentó,Watch Me (Whip / Nae Nae),185131,False,2015,0,819,768,8,-8522,1,134,234,0.0,334,964,139982,hip hop,
Chris Brown,Ayo,225226,True,2015,71,823,563,6,-5095,1,0.0443,0.0399,0.0,0.0851,682,98031,"hip hop, pop, R&B",
The Strumbellas,Spirits,203653,False,2016,71,556,658,0,-6075,1,0.0265,164,0.0,113,787,80529,"rock, Folk/Acoustic, pop",
Fetty Wap,Trap Queen,222093,True,2015,68,746,873,7,-3803,1,128,0.0244,0.0,354,817,148075,"hip hop, pop",
Tove Lo,Talking Body,238426,True,2014,66,736,761,4,-5449,0,0.0338,0.0966,0.0,0.0823,114,119999,"pop, Dance/Electronic",
Beyoncé,7/11,213506,False,2014,69,747,705,9,-5137,0,126,0.0128,0.0,126,0.56,136024,"pop, R&B",
Lana Del Rey,High By The Beach,257573,True,2015,67,536,486,11,-11067,0,0.0346,244,0.00788,0.12,0.0968,131988,pop,
Zara Larsson,Never Forget You,213427,False,2017,73,583,732,11,-5728,0,0.0457,0.00312,9.86e-06,269,276,145992,"pop, Dance/Electronic",
Jeremih,oui,238320,False,2015,77,418,724,5,-3724,1,0.0964,213,0.0,112,604,78521,"hip hop, pop, R&B",
Drake,Hotline Bling,267066,False,2016,77,891,628,2,-7863,1,0.0551,0.00258,0.00019,0.0504,552,134966,"hip hop, pop, R&B",
Selena Gomez,Kill Em With Kindness,217906,False,2015,64,757,884,10,-5488,0,0.0404,0.00795,5.87e-05,0.0973,398,120012,pop,
Birdy,Let It All Go,280757,False,2015,68,383,0.43,10,-8644,1,0.0302,817,1.04e-06,0.0869,174,107005,pop,
Fetty Wap,679 (feat. Remy Boyz),196693,True,2015,74,618,717,7,-5738,1,318,0.00256,0.0,625,603,190.05,"hip hop, pop",
Ariana Grande,Love Me Harder,236133,False,2014,74,472,714,1,-4389,0,0.0334,0.00937,0.0,0.0764,0.24,98992,pop,
The Weeknd,Can't Feel My Face,213520,False,2015,79,705,769,9,-5526,0,0.0425,113,0.0,105,583,107949,"pop, R&B",
SAYGRACE,You Don't Own Me (feat. G-Eazy),199314,False,2015,55,336,664,7,-5.68,1,102,166,1.31e-06,0.0575,294,186394,"pop, R&B",
X Ambassadors,Renegades,195200,False,2015,75,526,862,2,-6003,1,0.0905,0.0144,0.0597,229,528,90052,"hip hop, rock, pop",
R. City,Locked Away (feat. Adam Levine),227480,False,2015,77,509,671,1,-5709,1,0.0678,304,0.0,0.0452,0.55,118413,pop,
Kygo,Stole the Show,223186,False,2016,74,0.64,635,8,-7565,0,226,271,0.0,319,475,100034,"pop, Dance/Electronic",
Tame Impala,The Less I Know The Better,216320,True,2015,83,0.64,0.74,4,-4083,1,0.0284,0.0115,0.00678,167,785,116879,metal,
Selena Gomez,Good For You,221560,True,2015,0,0.6,676,5,-6447,0,0.0652,154,0.0,0.0741,217,88928,pop,
Fetty Wap,My Way (feat. Monty),213053,True,2015,55,748,741,6,-3103,1,0.0531,0.00419,0.0,147,537,128077,"hip hop, pop",
Hozier,Take Me To Church,241688,False,2014,81,566,664,4,-5303,0,0.0464,634,0.0,116,437,128945,"Folk/Acoustic, pop",
Taylor Swift,Style,231000,False,2014,77,588,791,7,-5595,1,0.0402,0.00245,0.00258,118,487,94933,pop,
Alessia Cara,Here,199453,False,2015,0,379,799,0,-4031,1,163,0.0804,0.0,0.0793,359,120892,"pop, R&B",
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",278987,False,2015,66,261,302,5,-8.19,0,0.0339,769,2.57e-06,0.0863,0.0883,81418,pop,
David Guetta,Bang My Head (feat. Sia & Fetty Wap),193333,False,2015,47,599,869,0,-3697,1,0.0789,0.0525,0.00719,103,593,108061,"hip hop, pop, Dance/Electronic",
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),223973,True,2015,68,589,658,11,-5288,0,203,0.0242,0.0,118,251,77521,"hip hop, pop",
Big Sean,I Don't Fuck With You,284386,True,2015,75,824,733,1,-5474,1,0.0613,0.0362,0.0,325,395,97972,"hip hop, pop",
Kygo,Firestone,271640,False,2016,76,704,634,11,-7374,0,0.0428,393,3.17e-05,0.0952,411,113927,"pop, Dance/Electronic",
Drake,Jumpman,205879,True,2015,0,853,558,1,-7448,1,202,0.0462,0.0,341,654,142079,"hip hop, pop, R&B",
Petit Biscuit,Sunset Lover,237792,False,2015,71,783,467,6,-9474,1,0.0503,729,809,109,236,90838,Dance/Electronic,
Shawn Mendes,Stitches,206880,False,2015,78,746,754,1,-6684,1,0.0676,0.0152,0.0,0.0486,746,149882,pop,
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",224258,False,2015,67,854,766,9,-4697,0,141,0.0242,0.0,0.0793,784,118004,"hip hop, pop",
Selena Gomez,The Heart Wants What It Wants,227373,False,2014,64,616,789,7,-4874,0,0.0377,53,0.0,142,621,83066,pop,
Jack Ü,Where Are Ü Now (with Justin Bieber),250285,False,2015,74,432,781,4,-4038,0,0.0567,41,4.21e-06,0.0789,197,139432,"pop, Dance/Electronic",
Ellie Goulding,On My Mind,213445,False,2015,0,699,688,2,-6607,0,0.0522,264,4.11e-06,0.0863,742,154943,"pop, rock, Dance/Electronic",
Bryson Tiller,Don't,198293,True,2015,78,765,356,11,-5556,0,195,223,0.0,0.0963,189,96991,"hip hop, pop, R&B",
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",176674,True,2015,1,676,615,6,-7534,0,0.0496,0.0384,0.0,341,883,163993,"hip hop, pop",
Joel Adams,Please Don't Go,210580,False,2015,71,513,768,4,-4868,0,0.0587,0.0118,1.94e-05,294,235,84264,R&B,
Zedd,I Want You To Know,238800,False,2015,0,561,877,9,-2215,0,0.0659,0.00621,8.11e-06,0.28,375,130003,"hip hop, pop, Dance/Electronic",
Jonas Blue,Fast Car,212424,False,2015,67,644,0.57,9,-6994,1,52,484,0.0,299,527,113945,"pop, Dance/Electronic",
BØRNS,Electric Love,218173,False,2015,0,373,858,6,-6536,0,0.0889,0.00407,0.0016,256,605,120063,"rock, pop",
Sigala,Easy Love,229813,False,2018,66,0.68,942,9,-4208,1,0.0631,175,0.0013,117,647,123976,"pop, Dance/Electronic",
Justin Bieber,Sorry,200786,False,2015,80,654,0.76,0,-3669,0,45,0.0797,0.0,299,0.41,99945,pop,
Ariana Grande,One Last Time,197266,False,2014,79,628,593,8,-5036,1,0.0323,93,1.65e-06,96,104,125026,pop,
Little Mix,Black Magic,211773,False,2015,1,777,896,4,-4467,1,0.0619,0.0352,0.0,317,843,111987,pop,
One Direction,Perfect,230333,False,2015,77,647,823,2,-5231,1,0.0762,0.0598,0.0,119,396,99933,pop,
Years & Years,Shine,255506,False,2015,55,667,716,1,-5.21,0,0.0349,189,0.0,104,493,108002,"pop, Dance/Electronic",
Meghan Trainor,Lips Are Movin,182666,False,2015,70,775,825,7,-5402,1,0.0464,0.0506,1.03e-06,111,0.95,139091,pop,
Nicky Jam,El Perdón - Forgiveness,206666,False,2017,51,736,719,8,-3839,1,0.0357,256,0.0,0.0909,656,90013,latin,
The Weeknd,Starboy,230453,True,2016,0,681,594,7,-7028,1,282,165,3.49e-06,134,535,186054,"pop, R&B",
Drake,One Dance,173986,False,2016,84,792,625,1,-5609,1,0.0536,0.00776,0.0018,329,0.37,103967,"hip hop, pop, R&B",
Justin Bieber,Love Yourself,233720,False,2015,0,609,378,4,-9828,1,438,835,0.0,0.28,515,100418,pop,
The Chainsmokers,Closer,244960,False,2016,83,748,524,8,-5599,1,0.0338,414,0.0,111,661,95.01,"pop, Dance/Electronic",
Adele,Hello,295502,False,2015,1,471,431,5,-6129,0,0.0342,329,0.0,0.0854,289,157.98,"pop, R&B",
Desiigner,Panda,246761,True,2016,70,576,766,10,-4943,0,449,28,1.68e-06,366,236,144833,"hip hop, pop",
Burak Yeter,Tuesday (feat. Danelle Sandoval),241874,False,2016,72,841,639,9,-6052,0,0.0688,0.0156,0.0654,0.0545,675,99002,Dance/Electronic,
Sia,Cheap Thrills (feat. Sean Paul),224813,False,2016,67,592,0.8,6,-4931,0,215,0.0561,2.01e-06,0.0775,728,89972,pop,
OneRepublic,Wherever I Go,169773,False,2016,70,552,689,10,-6444,0,0.0425,0.0915,0.0,0.27,349,99961,pop,
Rihanna,Work,219320,True,2016,75,725,534,11,-6238,1,0.0946,0.0752,0.0,0.0919,558,91974,"hip hop, pop, R&B",
Coldplay,Hymn for the Weekend,258266,False,2015,82,491,693,0,-6487,0,0.0377,211,6.92e-06,325,412,90027,"rock, pop",
Justin Bieber,Sorry,200786,False,2015,80,654,0.76,0,-3669,0,45,0.0797,0.0,299,0.41,99945,pop,
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",236001,False,2016,76,666,0.83,0,-5715,1,0.0751,0.0123,0.0,191,702,113.03,pop,
WILLOW,Wait a Minute!,196520,False,2015,86,764,705,3,-5279,0,0.0278,0.0371,1.94e-05,0.0943,672,101003,"pop, R&B, Dance/Electronic",
Desiigner,Tiimmy Turner,239853,True,2016,67,603,725,6,-3054,1,0.0393,174,0.0,0.0786,304,122803,"hip hop, pop",
G-Eazy,"Me, Myself & I",251466,True,2015,77,756,674,0,-6518,0,0.0959,0.0184,0.0,158,389,111995,"hip hop, pop",
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),207272,False,2016,68,367,915,9,-3456,0,0.0488,0.0022,5.81e-05,0.0905,365,110169,"hip hop, pop, Dance/Electronic",
Astrid S,Hurts So Good,208728,False,2016,0,672,589,7,-5008,0,49,82,0.0,0.0962,379,120036,"rock, pop, Dance/Electronic",
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",243490,True,2016,75,502,786,9,-4378,0,317,255,0.0,0.65,739,169021,"hip hop, pop",
Twenty One Pilots,Heathens,195920,False,2016,80,732,396,4,-9348,0,0.0286,0.0841,3.58e-05,105,548,90024,rock,
Future,Low Life (feat. The Weeknd),313546,True,2016,74,722,331,8,-7789,1,0.0726,337,282,146,102,143961,"hip hop, pop",
Galantis,No Money,189126,False,2016,67,671,916,6,-4014,0,0.0397,0.0282,0.00762,0.24,803,126.01,"pop, Dance/Electronic",
The Chainsmokers,Don't Let Me Down,208373,False,2016,79,532,869,11,-5094,1,172,157,0.00508,136,422,159803,"pop, Dance/Electronic",
Tinie Tempah,Girls Like (feat. Zara Larsson),196000,True,2016,62,916,804,0,-3406,1,49,0.37,1.18e-05,0.0812,538,120028,"hip hop, pop, Dance/Electronic",
Alok,Hear Me Now,192846,False,2016,51,788,0.43,11,-7757,1,0.0419,537,0.00261,0.0936,461,121996,"pop, Dance/Electronic",
Jon Bellion,All Time Low,217603,True,2016,70,617,567,0,-4188,1,0.0828,0.0584,0.0,0.0933,505,90246,"hip hop, pop",
Cheat Codes,Sex,228361,False,2016,0,0.51,692,0,-5825,1,171,0.00451,0.0,138,209,102.42,"pop, Dance/Electronic",
Meghan Trainor,NO,213506,False,2017,69,557,803,1,-3599,0,213,0.0124,1.61e-06,737,657,92134,pop,
Dua Lipa,Hotter Than Hell,187957,False,2017,65,532,868,3,-4.23,0,0.0908,11,0.0,0.0584,529,110127,pop,
Martin Garrix,In the Name of Love,195706,False,2016,76,501,519,4,-5.88,0,0.0409,109,0.0,454,168,133.99,"pop, Dance/Electronic",
Alan Walker,Faded,212106,False,2018,78,468,627,6,-5085,1,0.0476,0.0281,7.97e-06,0.11,159,179642,Dance/Electronic,
Tove Lo,Cool Girl,197815,True,2016,0,674,0.71,9,-7042,0,111,343,6.71e-06,129,234,101983,"pop, Dance/Electronic",
DJ Snake,Let Me Love You,205946,False,2016,81,649,716,8,-5371,1,0.0349,0.0863,2.63e-05,135,163,99988,"hip hop, pop, Dance/Electronic",
Calvin Harris,This Is What You Came For (feat. Rihanna),222160,False,2016,79,631,927,9,-2787,0,0.0332,199,119,148,465,123962,"hip hop, pop, Dance/Electronic",
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,197933,True,2016,77,664,714,7,-6645,0,111,0.0353,8.42e-06,0.0843,0.71,101969,"hip hop, pop, Dance/Electronic",
Kevin Gates,2 Phones,240000,True,2016,69,895,681,7,-5267,0,358,157,0.0,189,554,121918,"hip hop, pop",
Rihanna,Needed Me,191600,True,2016,80,671,314,5,-8091,0,244,0.11,0.0,0.0825,296,110898,"hip hop, pop, R&B",
Ariana Grande,Side To Side,226160,True,2016,0,648,738,6,-5883,0,247,0.0408,0.0,292,603,159145,pop,
Marshmello,Alone,273802,False,2016,71,631,953,2,-3739,1,0.0343,0.0241,0.0155,108,422,141.99,"pop, Dance/Electronic",
Shawn Mendes,I Know What You Did Last Summer,223853,False,2015,73,687,761,9,-4582,0,0.0876,102,0.0,147,743,113939,pop,
Selena Gomez,Same Old Love,229080,False,2015,69,672,593,11,-4.01,0,0.0304,0.0223,0.0,214,438,98.02,pop,
Calvin Harris,My Way,219159,False,2016,74,818,913,4,-3.06,0,0.0426,93,3.69e-05,161,536,119986,"hip hop, pop, Dance/Electronic",
Fitz and The Tantrums,HandClap,193253,False,2016,64,636,836,8,-3004,1,0.0427,0.00609,0.000157,0.0828,715,139956,"pop, rock",
Twenty One Pilots,Ride,214506,False,2015,80,645,713,6,-5355,1,0.0393,0.00835,0.0,113,566,74989,rock,
Flo Rida,My House,192190,False,2015,76,688,702,7,-4792,0,0.0499,0.0215,0.0,128,0.74,94006,"hip hop, pop",
Ariana Grande,Dangerous Woman,235946,False,2016,0,677,604,7,-5.32,1,0.0385,0.0612,0.0,353,297,134052,pop,
Anne-Marie,Alarm,205593,True,2016,57,756,589,0,-5093,1,232,0.0812,0.0,176,811,146928,"pop, Dance/Electronic",
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),217706,False,2016,79,728,563,1,-8053,0,134,621,0.0,179,352,100017,pop,
AlunaGeorge,I'm In Control,209425,False,2016,0,734,847,11,-3713,0,0.0346,355,0.000144,154,673,104013,"pop, Dance/Electronic",
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),199693,False,2016,68,716,908,8,-3254,0,103,0.0858,0.0,135,869,91.03,"pop, latin",
MNEK,Never Forget You,213427,False,2015,45,583,732,11,-5728,0,0.0457,0.00312,9.86e-06,269,276,145992,Dance/Electronic,
Mike Perry,The Ocean (feat. Shy Martin),183414,False,2016,70,632,575,5,-6478,1,29,0.0225,1.81e-06,104,188,90037,"pop, Dance/Electronic",
Drake,Hotline Bling,267066,False,2016,0,903,0.62,2,-8094,1,0.0587,0.00347,0.000119,0.0504,539,134.96,"hip hop, pop, R&B",
Ariana Grande,Into You,244453,False,2016,3,623,734,9,-5948,1,107,0.0162,1.75e-06,145,0.37,107853,pop,
Shawn Mendes,Treat You Better,187973,False,2017,82,444,819,10,-4078,0,341,106,0.0,107,747,82695,pop,
Tory Lanez,Say It,237786,True,2016,73,546,529,11,-10511,0,0.0583,0.0862,6.5e-06,124,247,107331,"hip hop, pop, R&B",
Coldplay,Adventure of a Lifetime,263786,False,2015,76,638,924,7,-3887,1,36,0.00205,0.000175,149,0.53,111995,"rock, pop",
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,195561,False,2016,0,0.79,705,0,-4684,0,0.0383,0.0807,4.81e-05,251,501,121969,"pop, Dance/Electronic",
SAYGRACE,You Don't Own Me (feat. G-Eazy),201493,False,2016,69,332,635,7,-5653,1,0.0898,159,2.79e-06,0.0599,261,186249,"pop, R&B",
X Ambassadors,Renegades,195200,False,2015,75,526,862,2,-6003,1,0.0905,0.0144,0.0597,229,528,90052,"hip hop, rock, pop",
DNCE,Cake By The Ocean,219146,True,2016,79,774,753,4,-5446,0,0.0517,152,0.0,0.0371,896,119002,pop,
99 Souls,The Girl Is Mine,216613,False,2016,55,683,943,9,-3.6,1,0.0397,0.00423,0.0972,0.0356,706,118991,Dance/Electronic,
Illy,Papercuts (feat. Vera Blue),255889,False,2016,51,369,618,6,-6304,0,249,161,0.0,257,467,191863,"hip hop, pop, Dance/Electronic",
Kiiara,Gold,225882,False,2015,55,0.6,412,8,-9343,1,344,615,0.0025,134,408,113049,"rock, pop, Dance/Electronic",
Kygo,Stole the Show,222813,False,2016,0,678,633,8,-6443,0,171,151,0.0,147,478,99886,"pop, Dance/Electronic",
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),214480,False,2016,75,803,585,8,-5861,1,0.0432,103,3.94e-06,0.0644,593,105017,pop,
Drake,Pop Style,212946,True,2016,63,713,462,7,-10027,1,123,192,2.16e-06,105,0.0594,133053,"hip hop, pop, R&B",
ZAYN,PILLOWTALK,203686,True,2016,59,588,702,11,-4271,1,0.0496,104,0.0,89,429,124909,"pop, Dance/Electronic",
Alessia Cara,Here,199453,False,2016,66,376,822,0,-3974,1,104,0.0783,0.0,0.0841,327,120493,"pop, R&B",
DJ Snake,Middle,220573,False,2016,0,611,0.7,9,-5331,1,0.0436,0.0199,0.0,0.0549,213,104981,"hip hop, pop, Dance/Electronic",
Sigala,Sweet Lovin' - Radio Edit,202149,False,2015,46,683,0.91,10,-1231,1,0.0515,0.0553,4.78e-06,336,674,124977,"pop, Dance/Electronic",
Drake,Jumpman,205879,True,2015,72,852,553,1,-7286,1,187,0.0559,0.0,332,656,142079,"hip hop, pop, R&B",
Charlie Puth,Dangerously,199133,False,2016,62,696,517,2,-8379,0,0.0366,364,0.0,197,0.23,112291,pop,
Nick Jonas,Close,234213,False,2016,69,654,623,6,-5273,0,82,253,0.0,144,401,123996,pop,
Jonas Blue,Perfect Strangers,196613,False,2016,0,742,819,1,-5307,1,0.0487,372,0.0,277,709,117986,"pop, Dance/Electronic",
Major Lazer,Cold Water (feat. Justin Bieber & MØ),185351,False,2016,0,608,798,6,-5092,0,0.0432,0.0736,0.0,156,501,92943,"hip hop, pop, Dance/Electronic",
The Chainsmokers,Roses,226738,False,2015,73,713,802,4,-7055,1,0.0561,0.0435,0.00377,309,343,100001,"pop, Dance/Electronic",
Tory Lanez,LUV,228640,True,2016,0,688,541,11,-8128,0,114,0.0118,0.0,123,247,95109,"hip hop, pop, R&B",
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",215413,False,2016,68,632,702,7,-5.92,1,148,0.0114,0.0,108,523,162958,pop,
Bryson Tiller,Don't,198293,True,2015,78,765,356,11,-5556,0,195,223,0.0,0.0963,189,96991,"hip hop, pop, R&B",
Steve Aoki,Just Hold On,198774,False,2016,63,647,932,11,-3515,1,0.0824,0.00383,1.5e-06,0.0574,374,114991,"hip hop, pop, Dance/Electronic",
Clean Bandit,Tears (feat. Louisa Johnson),225914,False,2016,60,605,0.77,5,-3645,0,0.0446,0.0431,0.0,159,298,130037,"pop, Dance/Electronic",
Jonas Blue,Fast Car,212424,False,2015,1,459,587,9,-6983,1,0.0785,453,0.0,307,581,113901,"pop, Dance/Electronic",
Flume,Never Be Like You,233337,True,2016,0,443,558,0,-5436,1,0.0624,441,0.0,163,248,116838,Dance/Electronic,
Bastille,Good Grief,206493,False,2016,65,0.73,758,1,-4888,1,0.0653,147,0.0,311,877,120041,"pop, rock",
Sia,The Greatest (feat. Kendrick Lamar),210226,False,2016,68,668,725,1,-6127,1,266,0.0102,0.000479,0.0561,729,191944,pop,
PARTYNEXTDOOR,Not Nice,202661,False,2016,62,598,496,0,-9309,1,0.0804,0.0253,0.00132,0.12,725,128.06,"hip hop, pop, R&B",
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",251033,True,2016,77,492,275,6,-13.4,0,0.3,687,0.0,101,0.18,92.6,"hip hop, pop",
Hilltop Hoods,1955,239280,False,2016,63,766,0.5,11,-7558,1,0.0695,719,5.91e-06,304,0.71,84044,"hip hop, pop",
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),210573,False,2016,62,689,791,0,-5194,0,53,23,0.0,0.0526,755,95.04,pop,
Daya,"Sit Still, Look Pretty",202221,False,2016,1,657,739,2,-4081,1,274,141,0.0,178,543,181994,"rock, pop, Dance/Electronic",
Kent Jones,Don't Mind,198236,True,2016,63,464,771,8,-4503,1,336,0.0235,0.0,63,0.69,158777,hip hop,
Flume,Say It,262521,True,2016,53,581,531,3,-6829,0,0.0322,0.0731,3.27e-06,0.0616,273,75255,Dance/Electronic,
Bryson Tiller,Exchange,194613,True,2015,76,525,433,6,-10598,1,185,107,0.0,135,276,160108,"hip hop, pop, R&B",
MØ,Final Song,235826,False,2016,66,695,672,1,-6109,0,0.0345,14,7.95e-05,0.0756,245,104988,"pop, Dance/Electronic",
Beyoncé,Sorry,232560,True,2016,67,775,598,2,-7274,1,0.0535,0.00175,4.44e-06,253,356,129988,"pop, R&B",
Little Mix,Shout Out to My Ex,246240,False,2017,1,773,747,5,-4061,1,0.0889,0.0239,8.23e-06,0.11,0.8,126014,pop,
